payment_id,order_id,payment_date,amount,method
7908,7908,8/29/2024,318.39,Bank Transfer
7909,7909,1/13/2024,328.59,PayPal
7910,7910,12/2/2023,594.8,Bank Transfer
7911,7911,9/14/2024,687.32,Bank Transfer
7912,7912,8/18/2024,4250.7,Credit Card
7913,7913,7/29/2024,1152,PayPal
7914,7914,10/22/2024,1898.1,Credit Card
7915,7915,4/24/2024,2338.05,Bank Transfer
7916,7916,9/5/2024,236.39,PayPal
7917,7917,10/31/2023,544.92,Bank Transfer
7918,7918,7/21/2023,161.46,Bank Transfer
7919,7919,11/18/2024,2838.8,Credit Card
7920,7920,9/21/2024,1123.6,Credit Card
7921,7921,10/4/2024,2874.3,Bank Transfer
7922,7922,8/28/2024,877.05,Bank Transfer
7923,7923,5/13/2023,3733.2,Bank Transfer
7924,7924,1/18/2024,1934.94,Bank Transfer
7925,7925,9/9/2023,2133.84,Credit Card
7926,7926,10/2/2023,254.54,Credit Card
7927,7927,11/27/2024,161.46,PayPal
7928,7928,8/6/2023,3286.56,Credit Card
7929,7929,11/17/2024,33.77,PayPal
7930,7930,9/17/2024,515.55,PayPal
7931,7931,11/24/2024,3639.8,Bank Transfer
7932,7932,1/1/2024,2082.05,PayPal
7933,7933,9/5/2024,859.15,Bank Transfer
7934,7934,10/28/2023,725.62,Credit Card
7935,7935,11/28/2024,1430.04,PayPal
7936,7936,10/27/2024,412.44,Credit Card
7937,7937,2/26/2024,1867.11,Credit Card
7938,7938,6/15/2024,808.56,Bank Transfer
7939,7939,10/6/2024,2290.4,PayPal
7940,7940,11/18/2024,1095.42,PayPal
7941,7941,7/12/2024,595.84,PayPal
7942,7942,12/9/2023,3280.86,Credit Card
7943,7943,12/15/2023,1518.48,Bank Transfer
7944,7944,10/23/2024,343.66,PayPal
7945,7945,5/3/2024,438.12,Bank Transfer
7946,7946,7/6/2024,957.12,Bank Transfer
7947,7947,11/12/2024,79.24,Credit Card
7948,7948,11/28/2023,3983.22,Bank Transfer
7949,7949,7/20/2024,866.8,Bank Transfer
7950,7950,9/13/2024,796.53,PayPal
7951,7951,12/1/2024,3441.6,PayPal
7952,7952,3/31/2024,32.4,PayPal
7953,7953,8/30/2024,1920.25,Credit Card
7954,7954,9/4/2024,464.2,PayPal
7955,7955,10/9/2024,768.1,PayPal
7956,7956,3/20/2024,278.52,Credit Card
7957,7957,5/23/2023,236.39,PayPal
7958,7958,10/15/2024,333.82,PayPal
7959,7959,7/18/2023,249.42,PayPal
7960,7960,8/18/2024,122.71,Bank Transfer
7961,7961,11/15/2024,937.36,PayPal
7962,7962,11/29/2024,39.39,PayPal
7963,7963,4/28/2024,1127.91,PayPal
7964,7964,7/8/2024,279.81,Credit Card
7965,7965,2/13/2024,1634.8,PayPal
7966,7966,4/20/2024,3033.8,Credit Card
7967,7967,3/26/2024,3359.88,Credit Card
7968,7968,5/7/2024,1666.86,Credit Card
7969,7969,5/17/2024,428.18,Credit Card
7970,7970,6/30/2024,277.34,Credit Card
7971,7971,10/3/2023,1001.65,Credit Card
7972,7972,11/24/2024,236.88,Bank Transfer
7973,7973,5/30/2024,2823.66,Bank Transfer
7974,7974,8/26/2024,2476.3,Bank Transfer
7975,7975,11/1/2024,163.33,Bank Transfer
7976,7976,7/1/2024,373.21,Credit Card
7977,7977,5/11/2024,2971.56,PayPal
7978,7978,5/12/2024,317.25,Bank Transfer
7979,7979,11/9/2024,547.65,PayPal
7980,7980,5/13/2024,2290.4,PayPal
7981,7981,8/31/2023,1201.98,Credit Card
7982,7982,5/2/2024,212.26,PayPal
7983,7983,3/22/2024,1300.2,Credit Card
7984,7984,10/16/2024,2500.29,PayPal
7985,7985,5/5/2024,475.68,PayPal
7986,7986,7/7/2024,3832.4,Bank Transfer
7987,7987,4/19/2024,1117.2,PayPal
7988,7988,10/3/2024,4334,PayPal
7989,7989,5/21/2024,1399.05,Credit Card
7990,7990,9/22/2024,235.74,Credit Card
7991,7991,5/30/2024,1839.15,Credit Card
7992,7992,5/18/2024,1163.4,Bank Transfer
7993,7993,6/1/2024,3358.89,Credit Card
7994,7994,11/5/2023,562.24,Bank Transfer
7995,7995,10/20/2024,473.76,PayPal
7996,7996,5/31/2024,1498.63,Bank Transfer
7997,7997,8/16/2024,1363.67,Credit Card
7998,7998,3/3/2024,1879.85,Credit Card
7999,7999,4/26/2024,3645.4,Credit Card
8000,8000,8/8/2024,930.72,Bank Transfer
8001,8001,11/11/2024,146.22,PayPal
8002,8002,3/12/2024,816.65,PayPal
8003,8003,8/16/2024,1054.53,Bank Transfer
8004,8004,11/22/2024,1493.28,Bank Transfer
8005,8005,1/18/2024,983.61,Credit Card
8006,8006,11/25/2024,278.52,Credit Card
8007,8007,10/23/2024,4211.4,Credit Card
8008,8008,10/15/2024,2214.36,Credit Card
8009,8009,7/14/2024,2313.6,Bank Transfer
8010,8010,10/14/2024,2082.05,PayPal
8011,8011,6/23/2024,927.99,Credit Card
8012,8012,3/30/2024,2732.46,PayPal
8013,8013,7/8/2023,324,Credit Card
8014,8014,2/12/2024,944.6,Credit Card
8015,8015,10/12/2024,1094.32,Bank Transfer
8016,8016,11/5/2024,1493.28,Credit Card
8017,8017,8/15/2024,259.2,Credit Card
8018,8018,10/19/2023,600.6,Credit Card
8019,8019,11/15/2024,4580.8,Credit Card
8020,8020,10/19/2023,807.3,Bank Transfer
8021,8021,4/25/2024,1184.72,PayPal
8022,8022,10/1/2024,400.72,Credit Card
8023,8023,9/30/2024,1179.05,Bank Transfer
8024,8024,11/5/2024,1787.52,PayPal
8025,8025,6/18/2024,2145.06,PayPal
8026,8026,5/12/2023,715.38,PayPal
8027,8027,6/28/2024,848.84,PayPal
8028,8028,8/26/2024,1104.39,PayPal
8029,8029,2/20/2024,3900.6,Credit Card
8030,8030,8/5/2024,372.46,PayPal
8031,8031,8/20/2024,3630.42,Credit Card
8032,8032,7/25/2024,2979.2,PayPal
8033,8033,10/2/2023,58.76,Credit Card
8034,8034,5/17/2024,1143.31,Credit Card
8035,8035,12/3/2024,131.3,Credit Card
8036,8036,8/25/2024,1179.05,Bank Transfer
8037,8037,11/23/2024,1907.22,Bank Transfer
8038,8038,4/14/2023,316.96,PayPal
8039,8039,5/19/2023,1421.28,Bank Transfer
8040,8040,12/1/2024,3200.75,Credit Card
8041,8041,11/3/2024,4115.25,Credit Card
8042,8042,8/18/2024,1123.6,Bank Transfer
8043,8043,8/15/2023,1263.42,Bank Transfer
8044,8044,9/10/2024,433,PayPal
8045,8045,11/24/2024,584.43,PayPal
8046,8046,8/6/2024,1405.6,PayPal
8047,8047,8/17/2024,2712.08,Bank Transfer
8048,8048,9/7/2023,1040.9,PayPal
8049,8049,8/19/2024,4115.25,Bank Transfer
8050,8050,2/12/2024,154.64,Bank Transfer
8051,8051,8/2/2024,1843.2,Credit Card
8052,8052,6/4/2024,1249.23,Bank Transfer
8053,8053,11/16/2023,966.78,Bank Transfer
8054,8054,1/19/2024,1906.72,PayPal
8055,8055,6/21/2024,2961.8,Credit Card
8056,8056,6/21/2024,365.28,Bank Transfer
8057,8057,1/28/2024,1284.54,PayPal
8058,8058,12/22/2023,70.5,Credit Card
8059,8059,8/12/2024,1821.64,Credit Card
8060,8060,8/21/2024,200.2,Bank Transfer
8061,8061,4/29/2024,722.52,PayPal
8062,8062,9/25/2024,877.05,Credit Card
8063,8063,10/2/2024,3200.75,Credit Card
8064,8064,10/25/2024,594.8,Bank Transfer
8065,8065,11/2/2024,2612.47,PayPal
8066,8066,6/30/2024,2133.84,Credit Card
8067,8067,10/21/2024,742.91,Bank Transfer
8068,8068,7/19/2024,1093.62,Bank Transfer
8069,8069,6/19/2024,476.92,Credit Card
8070,8070,10/20/2024,943.24,Credit Card
8071,8071,1/3/2024,341.18,PayPal
8072,8072,8/10/2024,186.23,Credit Card
8073,8073,11/9/2024,3181.15,PayPal
8074,8074,5/21/2023,1249.23,Bank Transfer
8075,8075,11/30/2024,773.7,Bank Transfer
8076,8076,1/16/2024,1774.25,Credit Card
8077,8077,8/8/2024,456.6,PayPal
8078,8078,12/4/2024,743.5,PayPal
8079,8079,9/21/2024,2286.25,PayPal
8080,8080,1/9/2024,1906.72,PayPal
8081,8081,10/11/2024,1327.74,PayPal
8082,8082,2/28/2024,1024.56,Credit Card
8083,8083,9/21/2024,300.3,Bank Transfer
8084,8084,12/5/2024,1862,Bank Transfer
8085,8085,8/2/2024,2833.8,Bank Transfer
8086,8086,5/23/2024,259.8,PayPal
8087,8087,10/26/2024,800.8,PayPal
8088,8088,7/21/2024,1173.13,Credit Card
8089,8089,10/19/2024,3628.1,PayPal
8090,8090,12/17/2023,2798.1,Credit Card
8091,8091,11/15/2024,1163.4,PayPal
8092,8092,7/6/2024,3448.8,Credit Card
8093,8093,11/2/2024,3832.4,PayPal
8094,8094,7/7/2023,1095.42,PayPal
8095,8095,9/4/2023,161.46,Credit Card
8096,8096,9/5/2024,26.26,PayPal
8097,8097,9/10/2024,3390.1,Credit Card
8098,8098,8/31/2024,602.1,Bank Transfer
8099,8099,9/1/2024,2681.28,Bank Transfer
8100,8100,12/1/2024,3733.2,Credit Card
8101,8101,11/25/2024,856.36,Credit Card
8102,8102,8/26/2024,1821.64,PayPal
8103,8103,8/7/2024,1783.16,Credit Card
8104,8104,3/28/2024,2547.86,Bank Transfer
8105,8105,8/28/2024,594.8,Bank Transfer
8106,8106,7/19/2024,4790.5,Credit Card
8107,8107,9/26/2024,4042.8,Credit Card
8108,8108,9/26/2024,1342.81,Bank Transfer
8109,8109,5/29/2024,235.81,Bank Transfer
8110,8110,4/24/2024,245.42,PayPal
8111,8111,10/5/2023,636.35,Bank Transfer
8112,8112,8/15/2024,816.65,Credit Card
8113,8113,8/1/2024,672,Bank Transfer
8114,8114,8/16/2024,559.62,Bank Transfer
8115,8115,9/5/2024,2239.92,Bank Transfer
8116,8116,5/27/2024,785.8,Bank Transfer
8117,8117,10/8/2024,464.2,Credit Card
8118,8118,10/3/2023,1460.56,Bank Transfer
8119,8119,10/24/2024,259.2,Bank Transfer
8120,8120,6/14/2024,86.6,PayPal
8121,8121,8/28/2024,324,Credit Card
8122,8122,6/8/2023,602.1,PayPal
8123,8123,10/29/2024,585.85,Credit Card
8124,8124,10/17/2024,927.84,Bank Transfer
8125,8125,11/17/2024,807.3,PayPal
8126,8126,8/3/2024,657.18,PayPal
8127,8127,6/26/2024,807.3,Credit Card
8128,8128,11/11/2024,842.94,Bank Transfer
8129,8129,11/25/2024,309.28,PayPal
8130,8130,11/23/2024,1866.6,Bank Transfer
8131,8131,10/29/2023,442.58,Credit Card
8132,8132,12/6/2024,1349.5,Bank Transfer
8133,8133,9/8/2024,3007.76,Bank Transfer
8134,8134,10/31/2024,1268.48,Credit Card
8135,8135,9/6/2024,2277.05,Credit Card
8136,8136,10/28/2024,64.8,Credit Card
8137,8137,11/27/2024,3871.8,Credit Card
8138,8138,10/4/2024,1184.4,Bank Transfer
8139,8139,5/1/2023,751.94,Bank Transfer
8140,8140,10/18/2024,252,Credit Card
8141,8141,6/15/2023,1650.67,Bank Transfer
8142,8142,5/8/2024,1348.5,Credit Card
8143,8143,5/27/2024,84,PayPal
8144,8144,11/29/2024,1600.38,Bank Transfer
8145,8145,7/8/2024,1451.24,Bank Transfer
8146,8146,10/6/2023,2129.1,PayPal
8147,8147,10/28/2024,1138.86,Credit Card
8148,8148,12/5/2024,2979.2,Bank Transfer
8149,8149,1/11/2024,953.36,PayPal
8150,8150,3/23/2024,1152.15,Credit Card
8151,8151,1/10/2024,97.2,Credit Card
8152,8152,11/15/2024,2157.6,Bank Transfer
8153,8153,11/24/2024,1867.11,Credit Card
8154,8154,8/8/2024,840,Bank Transfer
8155,8155,9/24/2024,3566.32,PayPal
8156,8156,10/1/2024,1770.32,Bank Transfer
8157,8157,11/22/2024,158.56,PayPal
8158,8158,10/4/2024,636.78,Credit Card
8159,8159,5/3/2024,105.04,Bank Transfer
8160,8160,2/18/2024,1119.63,Bank Transfer
8161,8161,8/11/2024,326.66,Credit Card
8162,8162,10/24/2023,410.94,PayPal
8163,8163,10/4/2023,1887.9,Credit Card
8164,8164,2/10/2023,1639.35,Bank Transfer
8165,8165,1/27/2024,1777.08,Credit Card
8166,8166,8/29/2024,309.48,Credit Card
8167,8167,10/31/2024,1088.43,PayPal
8168,8168,4/4/2024,2456.02,Bank Transfer
8169,8169,10/6/2024,200.2,PayPal
8170,8170,11/18/2024,820.19,Bank Transfer
8171,8171,4/15/2024,1272.7,Bank Transfer
8172,8172,1/11/2024,227.58,PayPal
8173,8173,10/28/2024,1489.84,Bank Transfer
8174,8174,11/11/2024,530.65,PayPal
8175,8175,11/30/2024,1633.3,Bank Transfer
8176,8176,12/6/2024,1095.3,Credit Card
8177,8177,10/31/2023,921.6,PayPal
8178,8178,3/19/2024,1304.1,Bank Transfer
8179,8179,8/22/2023,176.25,Bank Transfer
8180,8180,8/30/2024,2748.48,Bank Transfer
8181,8181,10/22/2024,967.47,Bank Transfer
8182,8182,7/23/2023,1416.9,PayPal
8183,8183,5/17/2024,346.4,PayPal
8184,8184,11/15/2024,1546.4,Bank Transfer
8185,8185,3/16/2024,709.7,Bank Transfer
8186,8186,11/13/2024,1909.89,Credit Card
8187,8187,10/31/2024,375.97,Bank Transfer
8188,8188,12/3/2024,1838.64,Credit Card
8189,8189,6/24/2024,2176.86,Bank Transfer
8190,8190,9/27/2024,530.65,Bank Transfer
8191,8191,4/24/2024,1289.04,Bank Transfer
8192,8192,3/5/2024,454.45,Credit Card
8193,8193,10/29/2024,100.18,PayPal
8194,8194,2/5/2024,1485.47,Bank Transfer
8195,8195,11/8/2023,1024.11,Bank Transfer
8196,8196,6/26/2024,1546.47,Bank Transfer
8197,8197,12/7/2023,346.4,Credit Card
8198,8198,12/6/2024,336,PayPal
8199,8199,3/30/2024,182.57,PayPal
8200,8200,9/30/2024,318.39,PayPal
8201,8201,10/30/2024,1061.3,Bank Transfer
8202,8202,10/23/2024,1967.84,PayPal
8203,8203,6/22/2023,88.14,Credit Card
8204,8204,11/22/2024,166.91,Credit Card
8205,8205,11/8/2024,2034.06,PayPal
8206,8206,4/24/2024,541.59,Credit Card
8207,8207,11/28/2024,412.44,Bank Transfer
8208,8208,8/3/2024,1643.28,Credit Card
8209,8209,12/6/2024,2551.78,Credit Card
8210,8210,10/15/2024,146.9,Credit Card
8211,8211,3/7/2023,269.7,Bank Transfer
8212,8212,5/22/2023,4457.9,Bank Transfer
8213,8213,3/6/2024,1558.48,Bank Transfer
8214,8214,11/14/2024,1907.22,PayPal
8215,8215,9/18/2024,1017.03,PayPal
8216,8216,4/11/2024,2871.36,PayPal
8217,8217,9/10/2024,337.08,Credit Card
8218,8218,8/26/2024,2916.32,PayPal
8219,8219,4/16/2023,744.8,PayPal
8220,8220,6/17/2024,391.23,Bank Transfer
8221,8221,10/29/2024,1753.29,PayPal
8222,8222,12/3/2024,2073.6,PayPal
8223,8223,3/19/2024,613.05,Bank Transfer
8224,8224,11/30/2024,1745.94,PayPal
8225,8225,10/7/2024,481.68,Bank Transfer
8226,8226,6/4/2024,547.16,Bank Transfer
8227,8227,5/21/2024,17.95,PayPal
8228,8228,12/16/2023,131.3,Credit Card
8229,8229,5/26/2024,1612.8,Bank Transfer
8230,8230,8/27/2024,1047.06,Credit Card
8231,8231,11/23/2023,2179.68,PayPal
8232,8232,12/3/2024,800.19,Credit Card
8233,8233,12/2/2024,78.78,Bank Transfer
8234,8234,12/3/2024,500.5,PayPal
8235,8235,6/6/2024,458.08,Credit Card
8236,8236,8/13/2024,2552.32,Bank Transfer
8237,8237,11/3/2023,2986.56,PayPal
8238,8238,9/15/2024,613.55,Bank Transfer
8239,8239,4/18/2024,927.99,Credit Card
8240,8240,10/6/2024,4115.25,PayPal
8241,8241,7/7/2024,476.92,Credit Card
8242,8242,4/18/2023,1168.37,Bank Transfer
8243,8243,11/12/2024,3358.89,Credit Card
8244,8244,11/10/2024,888.54,Credit Card
8245,8245,12/3/2024,214.09,Bank Transfer
8246,8246,2/17/2024,805.65,Credit Card
8247,8247,12/4/2024,1684.56,Credit Card
8248,8248,10/16/2024,1119.96,Credit Card
8249,8249,9/14/2024,438.66,PayPal
8250,8250,7/9/2024,168,Bank Transfer
8251,8251,7/31/2024,53.85,Credit Card
8252,8252,5/8/2024,3832.4,PayPal
8253,8253,10/6/2024,105.04,PayPal
8254,8254,8/9/2024,1770.32,Credit Card
8255,8255,8/18/2024,476.68,Bank Transfer
8256,8256,4/22/2024,800.8,PayPal
8257,8257,3/23/2024,3664.64,Credit Card
8258,8258,5/31/2024,1021.75,Credit Card
8259,8259,4/22/2024,500.73,Credit Card
8260,8260,12/2/2024,1403.28,PayPal
8261,8261,10/8/2023,2122.29,Credit Card
8262,8262,9/18/2024,4544.5,PayPal
8263,8263,8/13/2024,1822.7,Bank Transfer
8264,8264,2/25/2024,1078.8,PayPal
8265,8265,4/21/2024,1079.6,PayPal
8266,8266,11/8/2024,3275.82,PayPal
8267,8267,9/7/2023,3697.38,PayPal
8268,8268,11/3/2023,937.36,PayPal
8269,8269,2/22/2023,1064.55,Credit Card
8270,8270,12/4/2024,931.15,Bank Transfer
8271,8271,10/25/2024,97.2,Credit Card
8272,8272,10/20/2024,3832.4,Bank Transfer
8273,8273,10/15/2024,2183.88,Bank Transfer
8274,8274,10/3/2024,3265.29,PayPal
8275,8275,11/20/2024,842.28,Credit Card
8276,8276,8/16/2024,2167,Bank Transfer
8277,8277,8/17/2024,39.62,Credit Card
8278,8278,7/28/2024,2547.86,Bank Transfer
8279,8279,9/21/2024,1117.38,Bank Transfer
8280,8280,11/7/2023,281.12,Credit Card
8281,8281,12/2/2024,259.8,Bank Transfer
8282,8282,9/13/2024,1469.97,Credit Card
8283,8283,4/1/2024,238.34,PayPal
8284,8284,11/11/2024,3639.8,PayPal
8285,8285,11/26/2024,682.74,Credit Card
8286,8286,11/22/2024,1184.72,PayPal
8287,8287,12/3/2024,806.76,PayPal
8288,8288,5/31/2024,565.11,PayPal
8289,8289,9/13/2024,1920.25,PayPal
8290,8290,10/15/2024,2622.96,Bank Transfer
8291,8291,9/17/2024,191.83,Bank Transfer
8292,8292,9/19/2024,1641.48,Credit Card
8293,8293,7/10/2024,1061.3,PayPal
8294,8294,4/26/2024,2105.7,PayPal
8295,8295,2/6/2024,1054.53,PayPal
8296,8296,11/13/2024,1338.3,Bank Transfer
8297,8297,2/5/2024,3962.08,PayPal
8298,8298,9/2/2024,1634.76,Credit Card
8299,8299,3/16/2024,943.24,Credit Card
8300,8300,11/30/2024,816.65,PayPal
8301,8301,8/22/2024,354.85,PayPal
8302,8302,5/12/2024,1340.72,Bank Transfer
8303,8303,1/14/2024,509.08,Bank Transfer
8304,8304,12/2/2024,136.98,Bank Transfer
8305,8305,9/10/2023,1926.81,Bank Transfer
8306,8306,6/27/2024,1814.05,Credit Card
8307,8307,12/13/2023,966.78,PayPal
8308,8308,8/28/2023,267.68,Credit Card
8309,8309,10/9/2023,3416.58,PayPal
8310,8310,3/11/2024,3280.86,Bank Transfer
8311,8311,12/14/2023,2778.1,Bank Transfer
8312,8312,7/13/2023,1119.24,PayPal
8313,8313,7/20/2024,867.6,PayPal
8314,8314,9/22/2024,463.92,Credit Card
8315,8315,8/22/2024,1173.69,Credit Card
8316,8316,11/25/2024,544.92,Credit Card
8317,8317,10/12/2024,1886.48,PayPal
8318,8318,9/4/2023,768.1,Bank Transfer
8319,8319,9/10/2024,106.13,PayPal
8320,8320,5/19/2024,3265.29,PayPal
8321,8321,11/7/2024,1249.23,Bank Transfer
8322,8322,2/18/2024,53.85,PayPal
8323,8323,3/23/2024,1450.17,Bank Transfer
8324,8324,3/21/2023,701.72,PayPal
8325,8325,10/29/2024,1171.7,Bank Transfer
8326,8326,6/24/2024,1879.85,Bank Transfer
8327,8327,7/31/2024,416.41,Bank Transfer
8328,8328,3/4/2024,1225.76,PayPal
8329,8329,5/22/2023,400.4,PayPal
8330,8330,2/24/2024,816.65,PayPal
8331,8331,3/11/2024,2140.9,PayPal
8332,8332,6/7/2024,3286.56,PayPal
8333,8333,4/11/2024,105.04,Bank Transfer
8334,8334,3/27/2024,1052.46,PayPal
8335,8335,12/5/2024,1611.3,Credit Card
8336,8336,6/14/2024,135.08,Credit Card
8337,8337,9/2/2024,322.92,Bank Transfer
8338,8338,8/30/2024,1168.37,Bank Transfer
8339,8339,11/18/2024,1460.56,Credit Card
8340,8340,11/21/2024,2757.96,PayPal
8341,8341,10/23/2024,1476.24,Credit Card
8342,8342,10/29/2024,1678.86,PayPal
8343,8343,8/11/2024,161.55,Bank Transfer
8344,8344,3/17/2024,417.78,PayPal
8345,8345,12/16/2023,2272.25,Credit Card
8346,8346,12/2/2024,2971.56,PayPal
8347,8347,8/16/2024,652.05,Credit Card
8348,8348,10/24/2024,1633.3,Bank Transfer
8349,8349,2/6/2024,410.82,Credit Card
8350,8350,10/1/2024,3383.73,Credit Card
8351,8351,8/27/2023,3011.4,Credit Card
8352,8352,1/6/2024,305.92,Bank Transfer
8353,8353,8/3/2024,3983.22,PayPal
8354,8354,7/1/2024,592.36,PayPal
8355,8355,9/21/2024,1089.84,Credit Card
8356,8356,11/15/2024,3193.65,Bank Transfer
8357,8357,9/16/2024,500.73,Bank Transfer
8358,8358,11/17/2024,653.32,Bank Transfer
8359,8359,7/18/2024,595.84,Credit Card
8360,8360,9/10/2023,744.8,PayPal
8361,8361,8/28/2024,4302,Credit Card
8362,8362,8/12/2024,3187.87,PayPal
8363,8363,11/15/2024,1558.48,Credit Card
8364,8364,9/19/2024,1402.31,PayPal
8365,8365,11/27/2024,568.95,PayPal
8366,8366,9/6/2024,3643.28,Credit Card
8367,8367,11/29/2024,229.44,Bank Transfer
8368,8368,8/4/2024,3638.52,Credit Card
8369,8369,9/10/2024,801.32,Credit Card
8370,8370,12/4/2024,1889.2,Credit Card
8371,8371,6/30/2024,78.78,Bank Transfer
8372,8372,10/20/2024,2829.96,PayPal
8373,8373,7/15/2024,1745.94,PayPal
8374,8374,11/27/2023,634.24,Credit Card
8375,8375,11/25/2024,1427.04,PayPal
8376,8376,8/26/2023,1152.63,PayPal
8377,8377,9/25/2024,809.1,PayPal
8378,8378,8/8/2024,1546.47,Bank Transfer
8379,8379,10/19/2024,146.22,PayPal
8380,8380,7/12/2023,368.13,Bank Transfer
8381,8381,11/5/2024,824.88,Credit Card
8382,8382,10/28/2024,421.14,Credit Card
8383,8383,6/18/2024,896.49,Bank Transfer
8384,8384,10/24/2024,3639.8,Bank Transfer
8385,8385,9/21/2024,2622.96,PayPal
8386,8386,6/20/2023,910.32,Bank Transfer
8387,8387,1/6/2024,849.04,Bank Transfer
8388,8388,9/5/2024,2238.48,Bank Transfer
8389,8389,11/11/2024,509.08,PayPal
8390,8390,8/20/2023,148.7,Credit Card
8391,8391,10/18/2024,2602.8,Bank Transfer
8392,8392,11/11/2024,773.2,Credit Card
8393,8393,11/30/2023,613.05,Credit Card
8394,8394,7/15/2023,1862.3,Credit Card
8395,8395,11/21/2024,2452.14,Credit Card
8396,8396,9/23/2024,78.78,Credit Card
8397,8397,9/17/2024,458.08,Credit Card
8398,8398,9/11/2024,2622.96,Bank Transfer
8399,8399,10/13/2024,282,PayPal
8400,8400,11/13/2024,249.42,Credit Card
8401,8401,11/4/2024,1210.14,PayPal
8402,8402,7/14/2023,687.32,Credit Card
8403,8403,6/13/2024,1040.9,Credit Card
8404,8404,9/22/2023,1926.81,Credit Card
8405,8405,11/6/2024,751.94,PayPal
8406,8406,12/6/2024,404.28,Credit Card
8407,8407,10/19/2024,1916,PayPal
8408,8408,10/9/2024,1277.99,PayPal
8409,8409,7/5/2024,1492.84,Bank Transfer
8410,8410,12/5/2024,796.53,PayPal
8411,8411,5/8/2024,953.84,PayPal
8412,8412,7/1/2024,1119.63,PayPal
8413,8413,7/25/2024,77.37,Credit Card
8414,8414,11/3/2024,578.4,PayPal
8415,8415,11/17/2024,698.04,Bank Transfer
8416,8416,9/3/2024,1021.75,Credit Card
8417,8417,12/1/2024,1498.63,Bank Transfer
8418,8418,7/27/2024,866.8,Credit Card
8419,8419,7/15/2024,1093.62,Credit Card
8420,8420,11/9/2024,944.6,Credit Card
8421,8421,11/15/2024,1489.6,Bank Transfer
8422,8422,7/23/2024,4790.5,Credit Card
8423,8423,9/19/2024,212.26,Credit Card
8424,8424,9/29/2024,1119.63,PayPal
8425,8425,6/27/2024,957.12,Bank Transfer
8426,8426,11/30/2024,1802.97,Credit Card
8427,8427,3/17/2024,1867.11,Bank Transfer
8428,8428,9/17/2024,1268.48,PayPal
8429,8429,10/6/2024,670.36,PayPal
8430,8430,7/1/2023,476.92,Credit Card
8431,8431,1/29/2024,4033.8,Bank Transfer
8432,8432,10/24/2023,547.65,Bank Transfer
8433,8433,7/3/2024,555.62,Credit Card
8434,8434,9/1/2024,1633.3,Bank Transfer
8435,8435,12/1/2024,2277.05,PayPal
8436,8436,12/6/2024,2667.3,Bank Transfer
8437,8437,12/4/2024,1017.03,Bank Transfer
8438,8438,9/7/2024,3306.1,PayPal
8439,8439,9/25/2024,1914.24,PayPal
8440,8440,6/27/2024,729.08,Bank Transfer
8441,8441,4/9/2023,655.74,Bank Transfer
8442,8442,11/13/2024,696.33,Bank Transfer
8443,8443,9/4/2023,1400.64,PayPal
8444,8444,8/11/2024,2518.29,PayPal
8445,8445,3/10/2024,163.33,Bank Transfer
8446,8446,10/10/2024,1263.42,PayPal
8447,8447,6/16/2024,113.79,PayPal
8448,8448,5/28/2024,636.63,Bank Transfer
8449,8449,5/23/2024,71.8,PayPal
8450,8450,10/16/2024,958.1,Credit Card
8451,8451,9/11/2024,1678.86,PayPal
8452,8452,7/23/2024,1249.23,Bank Transfer
8453,8453,10/5/2024,254.54,PayPal
8454,8454,3/3/2024,3697.38,PayPal
8455,8455,8/25/2024,238.34,Bank Transfer
8456,8456,11/25/2024,807.3,PayPal
8457,8457,11/8/2024,236.39,PayPal
8458,8458,10/5/2024,460.8,Credit Card
8459,8459,10/3/2023,1107.18,Credit Card
8460,8460,3/16/2024,392.9,Bank Transfer
8461,8461,11/2/2024,2334.4,Credit Card
8462,8462,11/28/2024,1117.2,Bank Transfer
8463,8463,8/21/2023,48.74,PayPal
8464,8464,10/2/2023,914.5,Credit Card
8465,8465,11/17/2024,1054.53,Credit Card
8466,8466,12/5/2024,816.65,Bank Transfer
8467,8467,12/2/2024,767.32,Credit Card
8468,8468,7/23/2024,618.66,Credit Card
8469,8469,3/6/2024,1095.3,Bank Transfer
8470,8470,8/29/2024,1460.56,Bank Transfer
8471,8471,11/25/2023,1419.4,PayPal
8472,8472,7/22/2024,445.79,Credit Card
8473,8473,10/31/2024,2811.2,PayPal
8474,8474,2/16/2024,1502.19,Bank Transfer
8475,8475,1/24/2024,77.37,PayPal
8476,8476,8/2/2023,2145.08,PayPal
8477,8477,8/6/2024,1414.86,PayPal
8478,8478,9/23/2024,2383.36,PayPal
8479,8479,8/26/2023,1210.14,Bank Transfer
8480,8480,6/22/2024,3286.56,PayPal
8481,8481,4/13/2023,1119.24,Bank Transfer
8482,8482,8/4/2023,3416.58,Credit Card
8483,8483,9/16/2024,272.46,Credit Card
8484,8484,1/31/2024,326.66,Bank Transfer
8485,8485,11/14/2024,912.87,PayPal
8486,8486,8/3/2023,966.78,PayPal
8487,8487,9/7/2024,438.66,Credit Card
8488,8488,6/3/2024,1814.05,Credit Card
8489,8489,9/27/2023,1414.86,Credit Card
8490,8490,9/22/2024,2612.47,Credit Card
8491,8491,3/5/2024,1617.12,Bank Transfer
8492,8492,8/11/2024,489.99,Bank Transfer
8493,8493,4/23/2024,1480.9,Bank Transfer
8494,8494,7/5/2024,1496.52,Credit Card
