order_id,customer_id,product_id,order_date,quantity,total_amount
10201,1312,54,8/31/2023,10,1669.1
10202,1861,59,4/22/2023,9,3358.89
10203,413,76,9/30/2023,9,2122.29
10204,1609,82,12/1/2023,10,4457.9
10205,141,7,6/25/2024,4,947.52
10206,700,11,9/12/2023,8,2157.6
10207,388,85,7/8/2024,4,1066.92
10208,1368,63,10/10/2023,7,2539.67
10209,975,42,7/17/2024,4,509.08
10210,1423,99,7/28/2024,1,467.61
10211,1417,22,1/31/2023,2,612.88
10212,958,21,4/5/2023,6,1168.86
10213,1229,62,7/8/2024,3,888.54
10214,1419,76,10/9/2023,8,1886.48
10215,679,97,1/31/2023,8,316.96
10216,1745,82,9/24/2023,4,1783.16
10217,1185,23,12/7/2022,8,235.04
10218,1160,80,9/19/2024,5,1389.05
10219,1973,36,8/30/2024,9,3383.73
10220,688,73,1/9/2024,2,498.84
10221,1262,88,4/9/2023,2,821.64
10222,614,98,12/5/2023,9,2902.41
10223,858,55,5/19/2024,5,547.65
10224,674,42,8/20/2024,5,636.35
10225,333,21,9/21/2024,9,1753.29
10226,215,27,8/16/2023,8,2712.08
10227,931,80,10/13/2023,9,2500.29
10228,1795,51,10/2/2024,10,4033.8
10229,1617,64,6/18/2024,1,154.64
10230,1865,33,10/22/2023,6,682.74
10231,87,87,8/5/2023,3,139.26
10232,1016,75,5/28/2024,10,3724
10233,450,73,1/20/2024,2,498.84
10234,1885,79,3/12/2024,9,707.22
10235,8,7,5/4/2024,5,1184.4
10236,1309,19,2/12/2023,5,2082.05
10237,457,8,4/7/2023,1,38.24
10238,1420,29,4/24/2024,10,1123.6
10239,472,86,8/8/2023,1,421.14
10240,956,67,1/25/2024,1,289.2
10241,1278,44,10/5/2023,3,446.1
10242,437,35,9/7/2024,6,2239.92
10243,490,5,11/2/2023,6,2581.2
10244,985,57,9/8/2024,9,291.6
10245,1505,1,5/27/2023,8,800.8
10246,1574,8,11/18/2023,9,344.16
10247,1951,72,2/7/2024,3,1152.15
10248,1669,34,6/18/2024,6,618.66
10249,679,98,5/2/2024,8,2579.92
10250,1654,12,5/28/2023,4,801.32
10251,1516,44,12/1/2023,2,297.4
10252,770,74,1/22/2023,4,1458.16
10253,421,92,7/7/2023,1,319.04
10254,820,11,7/1/2023,3,809.1
10255,378,17,8/31/2023,3,575.49
10256,1692,37,6/17/2024,1,379.62
10257,14,19,7/27/2024,4,1665.64
10258,744,54,8/3/2023,8,1335.28
10259,21,73,12/12/2023,4,997.68
10260,152,95,2/1/2024,6,703.02
10261,733,41,2/13/2023,5,1021.75
10262,62,61,7/11/2023,1,281.12
10263,1137,41,10/24/2023,6,1226.1
10264,236,29,12/13/2022,4,449.44
10265,292,89,10/22/2023,4,135.08
10266,596,70,3/27/2024,5,2361.5
10267,902,44,12/1/2024,1,148.7
10268,399,9,5/1/2024,2,424.42
10269,1293,91,8/14/2023,7,541.59
10270,1200,26,9/15/2023,5,1489.6
10271,1870,87,6/16/2024,8,371.36
10272,1568,78,10/7/2024,9,1643.13
10273,738,62,8/31/2023,6,1777.08
10274,90,49,5/1/2024,1,442.58
10275,1998,91,9/6/2023,7,541.59
10276,61,32,12/2/2023,1,455.41
10277,408,43,6/30/2023,10,1675.9
10278,406,21,11/17/2023,4,779.24
10279,582,79,5/24/2024,4,314.32
10280,357,37,9/3/2023,8,3036.96
10281,449,54,7/26/2023,2,333.82
10282,1814,10,6/9/2024,10,2140.9
10283,537,40,9/6/2024,9,3193.65
10284,1473,17,7/31/2023,7,1342.81
10285,357,93,2/5/2023,6,259.8
10286,696,56,2/10/2023,9,1469.97
10287,1736,96,3/17/2023,6,1400.64
10288,1136,22,12/15/2022,2,612.88
10289,504,3,4/26/2023,1,128.07
10290,366,35,2/7/2023,3,1119.96
10291,402,8,12/23/2023,2,76.48
10292,45,66,1/12/2024,5,613.55
10293,361,46,2/6/2024,7,2295.09
10294,1727,19,2/4/2023,6,2498.46
10295,537,3,7/27/2023,5,640.35
10296,1866,51,3/20/2024,9,3630.42
10297,208,32,2/23/2024,2,910.82
10298,43,27,5/21/2023,10,3390.1
10299,1703,34,7/25/2023,4,412.44
10300,1388,53,12/26/2023,3,1149.6
10301,282,10,11/15/2023,3,642.27
10302,777,9,6/8/2024,1,212.21
10303,1342,68,11/6/2024,7,912.87
10304,1613,77,1/12/2023,2,738.12
10305,1813,64,4/7/2024,6,927.84
10306,228,68,11/1/2023,3,391.23
10307,694,64,12/29/2023,6,927.84
10308,1918,25,2/6/2024,1,404.28
10309,431,58,9/8/2023,2,866.8
10310,625,19,2/7/2023,10,4164.1
10311,935,67,5/28/2024,2,578.4
10312,492,23,3/11/2023,8,235.04
10313,758,84,3/2/2023,8,3832.4
10314,1658,49,3/22/2024,10,4425.8
10315,763,45,6/23/2023,9,2146.14
10316,1354,78,4/29/2024,8,1460.56
10317,351,25,3/23/2023,10,4042.8
10318,1928,85,12/19/2022,6,1600.38
10319,1080,28,10/8/2023,1,116.34
10320,1637,89,1/22/2023,5,168.85
10321,1277,65,1/25/2023,8,849.04
10322,1806,6,12/15/2022,1,80.73
10323,889,37,8/28/2024,1,379.62
10324,1799,14,4/9/2024,7,1202.81
10325,1457,92,9/21/2024,3,957.12
10326,134,79,5/12/2023,3,235.74
10327,243,9,9/26/2024,6,1273.26
10328,296,62,5/4/2023,1,296.18
10329,1808,11,2/9/2023,2,539.4
10330,1893,50,5/20/2023,8,1906.72
10331,268,7,12/30/2023,8,1895.04
10332,1628,32,10/5/2024,6,2732.46
10333,389,26,2/20/2024,10,2979.2
10334,393,95,4/8/2024,2,234.34
10335,1091,87,10/19/2024,8,371.36
10336,775,30,3/7/2024,5,2272.25
10337,1423,8,5/14/2024,9,344.16
10338,767,65,10/13/2024,10,1061.3
10339,652,48,10/15/2024,1,186.23
10340,1228,38,10/26/2024,10,4580.8
10341,880,37,9/13/2024,3,1138.86
10342,1303,12,1/22/2024,4,801.32
10343,501,68,2/28/2024,10,1304.1
10344,1887,84,3/17/2023,4,1916.2
10345,95,39,3/18/2024,7,2456.02
10346,1563,32,5/26/2024,1,455.41
10347,1262,54,10/2/2024,5,834.55
10348,1203,84,1/29/2023,5,2395.25
10349,388,56,11/18/2024,8,1306.64
10350,1750,7,8/13/2023,1,236.88
10351,1097,86,8/21/2023,8,3369.12
10352,603,24,1/10/2024,1,45.66
10353,1618,87,8/10/2024,7,324.94
10354,305,3,1/25/2023,7,896.49
10355,672,81,9/28/2023,1,100.18
10356,507,78,5/4/2024,6,1095.42
10357,110,26,3/31/2024,8,2383.36
10358,1290,12,12/29/2023,10,2003.3
10359,1630,29,8/13/2024,7,786.52
10360,574,61,6/29/2024,6,1686.72
10361,1788,71,10/10/2023,3,526.23
10362,259,70,4/1/2023,8,3778.4
10363,1744,7,7/15/2024,4,947.52
10364,1041,94,10/13/2024,10,840
10365,1984,21,8/6/2023,9,1753.29
10366,1197,88,10/7/2024,4,1643.28
10367,1815,9,12/17/2023,2,424.42
10368,1002,5,1/30/2023,2,860.4
10369,429,75,9/17/2023,3,1117.2
10370,1490,31,8/9/2023,6,951.36
10371,167,54,7/10/2023,10,1669.1
10372,1607,63,6/22/2024,9,3265.29
10373,964,93,5/23/2024,3,129.9
10374,1620,93,6/14/2023,3,129.9
10375,1359,53,1/26/2023,2,766.4
10376,1260,64,9/29/2024,9,1391.76
10377,133,59,6/29/2023,10,3732.1
10378,343,60,10/19/2023,9,161.55
10379,1042,59,7/30/2023,8,2985.68
10380,795,31,10/26/2023,1,158.56
10381,1539,54,3/10/2023,2,333.82
10382,1808,44,3/31/2024,7,1040.9
10383,1322,98,1/26/2024,3,967.47
10384,1539,59,10/16/2024,5,1866.05
10385,1043,49,8/1/2024,5,2212.9
10386,767,40,7/26/2023,5,1774.25
10387,1022,46,7/1/2023,6,1967.22
10388,1063,45,6/1/2024,2,476.92
10389,951,39,2/26/2024,7,2456.02
10390,367,43,3/15/2023,10,1675.9
10391,660,80,2/17/2024,7,1944.67
10392,1460,8,5/18/2023,2,76.48
10393,766,27,8/8/2023,4,1356.04
10394,1077,33,8/17/2023,8,910.32
10395,1423,65,10/10/2024,1,106.13
10396,990,15,11/14/2023,4,194.96
10397,1466,79,7/27/2023,5,392.9
10398,1958,43,4/3/2023,1,167.59
10399,1014,90,9/22/2023,9,118.17
10400,971,33,7/16/2024,5,568.95
10401,550,26,3/24/2023,10,2979.2
10402,1191,46,2/2/2024,8,2622.96
10403,822,99,12/16/2022,9,4208.49
10404,1307,95,9/28/2024,6,703.02
10405,1887,93,10/9/2023,4,173.2
10406,1620,15,8/15/2023,2,97.48
10407,1196,14,10/23/2023,6,1030.98
10408,1331,7,1/23/2023,1,236.88
10409,75,18,10/20/2023,3,817.38
10410,425,49,1/1/2023,8,3540.64
10411,450,80,10/30/2024,5,1389.05
10412,1833,27,5/17/2024,4,1356.04
10413,416,74,5/31/2023,10,3645.4
10414,926,41,10/2/2023,4,817.4
10415,1768,48,9/13/2024,10,1862.3
10416,481,27,3/28/2023,2,678.02
10417,811,31,12/29/2023,10,1585.6
10418,448,7,6/20/2023,2,473.76
10419,627,69,2/17/2023,7,1958.67
10420,871,80,8/28/2023,6,1666.86
10421,1821,94,2/26/2024,5,420
10422,773,97,12/19/2023,6,237.72
10423,1171,18,1/26/2024,10,2724.6
10424,322,25,1/3/2024,5,2021.4
10425,1916,89,7/4/2024,9,303.93
10426,1726,32,8/15/2023,1,455.41
10427,767,25,9/1/2023,7,2829.96
10428,522,84,12/30/2023,3,1437.15
10429,1128,11,2/2/2023,1,269.7
10430,174,27,2/3/2024,10,3390.1
10431,276,47,9/10/2023,6,966.78
10432,1540,87,7/23/2024,3,139.26
10433,173,96,2/8/2024,8,1867.52
10434,605,9,3/21/2023,10,2122.1
10435,911,40,1/29/2023,6,2129.1
10436,1063,84,3/31/2023,9,4311.45
10437,721,67,8/30/2023,7,2024.4
10438,472,41,9/2/2023,1,204.35
10439,1196,44,2/26/2023,8,1189.6
10440,85,96,10/18/2024,3,700.32
10441,953,4,6/10/2023,6,722.52
10442,1050,60,7/12/2023,1,17.95
10443,1273,3,8/11/2023,10,1280.7
10444,689,19,7/3/2023,4,1665.64
10445,873,49,9/13/2024,4,1770.32
10446,924,33,3/14/2024,4,455.16
10447,958,3,9/2/2024,1,128.07
10448,886,56,6/10/2024,3,489.99
10449,838,18,9/4/2024,1,272.46
10450,753,55,6/25/2024,7,766.71
10451,1648,2,11/27/2024,9,2462.22
10452,1019,50,9/15/2023,3,715.02
10453,650,57,1/13/2024,3,97.2
10454,560,37,2/15/2023,1,379.62
10455,784,92,11/14/2023,6,1914.24
10456,51,14,5/7/2024,4,687.32
10457,368,41,5/14/2023,9,1839.15
10458,905,81,8/30/2023,5,500.9
10459,479,16,3/11/2024,6,1382.4
10460,544,96,9/24/2024,3,700.32
10461,1322,39,10/19/2023,9,3157.74
10462,156,40,9/7/2024,2,709.7
10463,736,65,5/30/2024,4,424.52
10464,1847,62,5/16/2023,5,1480.9
10465,169,56,3/11/2023,10,1633.3
10466,604,21,2/15/2023,8,1558.48
10467,1726,14,6/30/2023,9,1546.47
10468,1028,54,1/16/2023,6,1001.46
10469,1051,37,3/16/2023,8,3036.96
10470,1120,72,6/25/2024,6,2304.3
10471,1319,32,12/14/2022,3,1366.23
10472,161,95,10/17/2024,4,468.68
10473,1610,33,12/30/2022,3,341.37
10474,567,85,10/16/2024,7,1867.11
10475,1898,18,6/25/2024,7,1907.22
10476,467,59,7/19/2023,2,746.42
10477,202,90,5/17/2024,1,13.13
10478,243,75,5/11/2024,4,1489.6
10479,147,59,4/29/2023,9,3358.89
10480,738,32,12/14/2022,3,1366.23
10481,79,7,8/28/2024,2,473.76
10482,1119,23,9/20/2023,2,58.76
10483,411,75,1/2/2024,9,3351.6
10484,684,37,7/31/2023,7,2657.34
10485,403,7,1/8/2024,3,710.64
10486,1383,56,3/23/2024,1,163.33
10487,675,73,9/27/2023,6,1496.52
10488,513,42,5/23/2023,1,127.27
10489,620,62,7/23/2024,3,888.54
10490,1527,22,3/7/2024,6,1838.64
10491,1671,45,12/13/2022,6,1430.76
10492,1574,22,3/12/2023,2,612.88
10493,1400,86,10/29/2023,4,1684.56
10494,1732,5,6/12/2023,1,430.2
10495,563,21,4/5/2024,10,1948.1
10496,391,30,10/26/2024,10,4544.5
10497,1446,95,1/23/2023,10,1171.7
10498,1238,100,10/22/2023,7,3200.75
10499,283,47,3/5/2024,3,483.39
10500,1752,65,3/17/2024,10,1061.3
10501,1541,80,12/12/2023,5,1389.05
10502,1467,27,1/12/2023,3,1017.03
10503,1516,59,10/14/2023,7,2612.47
10504,1113,60,1/12/2024,5,89.75
10505,1869,99,6/5/2024,10,4676.1
10506,535,15,8/23/2024,8,389.92
10507,18,21,5/30/2024,8,1558.48
10508,1578,48,5/14/2023,1,186.23
10509,614,70,12/10/2023,8,3778.4
10510,578,24,2/25/2024,1,45.66
10511,1685,69,6/7/2023,4,1119.24
10512,710,34,11/20/2023,5,515.55
10513,1604,68,12/9/2023,6,782.46
10514,828,99,6/29/2023,7,3273.27
10515,1938,72,3/15/2023,3,1152.15
10516,831,78,9/16/2024,2,365.14
10517,1684,11,8/26/2024,6,1618.2
10518,1188,76,7/21/2023,6,1414.86
10519,1552,86,1/21/2023,6,2526.84
10520,1343,92,4/11/2023,3,957.12
10521,25,76,1/18/2023,8,1886.48
10522,967,39,5/30/2024,5,1754.3
10523,1340,78,8/21/2023,3,547.71
10524,1050,46,12/3/2024,2,655.74
10525,1559,11,12/18/2023,7,1887.9
10526,1949,50,10/13/2023,10,2383.4
10527,306,87,2/22/2023,2,92.84
10528,1773,93,6/16/2023,10,433
10529,815,43,3/5/2023,6,1005.54
10530,467,80,9/29/2023,8,2222.48
10531,465,75,8/2/2023,6,2234.4
10532,1482,9,9/1/2024,10,2122.1
10533,1535,96,1/26/2024,5,1167.2
10534,430,91,4/12/2023,2,154.74
10535,972,90,12/21/2022,10,131.3
10536,479,75,1/21/2024,1,372.4
10537,1057,36,12/29/2023,5,1879.85
10538,1203,41,7/1/2024,6,1226.1
10539,1610,51,8/24/2024,5,2016.9
10540,1132,85,6/5/2023,10,2667.3
10541,1552,38,8/9/2023,1,458.08
10542,960,39,4/20/2023,7,2456.02
10543,1480,56,12/18/2023,6,979.98
10544,1668,33,2/24/2024,5,568.95
10545,945,99,5/3/2023,8,3740.88
10546,698,42,6/4/2023,9,1145.43
10547,1622,19,7/18/2024,3,1249.23
10548,176,31,5/4/2023,10,1585.6
10549,642,75,5/13/2023,3,1117.2
10550,1733,1,7/24/2024,5,500.5
10551,385,4,3/14/2023,1,120.42
10552,879,34,6/4/2023,10,1031.1
10553,1578,10,10/2/2024,9,1926.81
10554,1930,48,9/25/2024,9,1676.07
10555,1430,22,5/29/2024,7,2145.08
10556,856,39,3/25/2023,7,2456.02
10557,430,20,5/4/2024,7,246.75
10558,899,95,5/8/2024,2,234.34
10559,922,68,11/15/2023,2,260.82
10560,1747,49,4/11/2023,9,3983.22
10561,1144,64,5/11/2023,8,1237.12
10562,62,69,8/9/2024,1,279.81
10563,768,47,5/3/2023,1,161.13
10564,285,43,2/2/2023,8,1340.72
10565,1183,33,5/28/2024,5,568.95
10566,1790,64,8/8/2024,10,1546.4
10567,263,2,10/19/2023,9,2462.22
10568,626,9,12/23/2022,10,2122.1
10569,1932,65,9/27/2024,1,106.13
10570,1512,76,4/12/2024,1,235.81
10571,20,61,7/12/2023,7,1967.84
10572,1024,98,4/14/2024,2,644.98
10573,1660,63,11/27/2024,9,3265.29
10574,1350,77,3/16/2024,1,369.06
10575,1709,88,2/4/2024,3,1232.46
10576,727,45,9/19/2024,1,238.46
10577,696,98,5/12/2024,4,1289.96
10578,462,6,5/17/2023,2,161.46
10579,859,16,4/28/2023,6,1382.4
10580,872,88,5/18/2023,6,2464.92
10581,1405,39,9/25/2024,7,2456.02
10582,1542,49,9/5/2023,8,3540.64
10583,827,58,6/13/2023,8,3467.2
10584,1563,6,9/22/2023,6,484.38
10585,1595,96,1/22/2023,3,700.32
10586,1415,79,7/14/2023,2,157.16
10587,1102,87,5/11/2023,7,324.94
10588,614,97,8/23/2024,4,158.48
10589,668,30,10/10/2024,6,2726.7
10590,1203,55,3/29/2023,10,1095.3
10591,48,63,3/13/2024,3,1088.43
10592,1163,19,12/28/2022,5,2082.05
10593,1609,98,1/31/2024,5,1612.45
10594,66,83,7/3/2023,5,2476.3
10595,1889,44,4/17/2024,6,892.2
10596,285,6,10/12/2023,1,80.73
10597,315,96,9/7/2023,8,1867.52
10598,1952,17,9/13/2023,7,1342.81
10599,677,65,8/17/2023,6,636.78
10600,1164,90,8/28/2023,5,65.65
10601,1290,4,6/15/2024,8,963.36
10602,1637,8,9/3/2024,9,344.16
10603,1235,89,1/5/2023,9,303.93
10604,1872,40,5/10/2024,10,3548.5
10605,1245,86,2/28/2024,2,842.28
10606,1176,10,7/6/2023,6,1284.54
10607,1776,60,4/15/2024,6,107.7
10608,801,62,10/8/2024,10,2961.8
10609,781,92,3/13/2024,4,1276.16
10610,419,5,9/2/2024,10,4302
10611,1943,82,12/17/2023,9,4012.11
10612,801,64,10/10/2023,10,1546.4
10613,131,31,7/28/2023,8,1268.48
10614,1095,35,12/9/2022,8,2986.56
10615,792,90,9/21/2024,6,78.78
10616,386,55,10/24/2024,2,219.06
10617,973,6,10/23/2023,5,403.65
10618,223,87,11/16/2023,3,139.26
10619,674,32,1/5/2024,6,2732.46
10620,1167,14,11/5/2024,9,1546.47
10621,1971,53,6/13/2023,1,383.2
10622,925,13,11/4/2023,8,1079.6
10623,1309,29,1/1/2024,5,561.8
10624,1833,85,7/15/2024,3,800.19
10625,624,39,10/10/2024,3,1052.58
10626,191,2,1/21/2023,2,547.16
10627,352,96,10/17/2024,3,700.32
10628,214,63,6/5/2024,1,362.81
10629,1383,76,6/14/2024,4,943.24
10630,1133,80,1/25/2024,8,2222.48
10631,364,17,7/20/2024,4,767.32
10632,66,88,4/21/2024,7,2875.74
10633,1693,96,10/13/2023,1,233.44
10634,1412,12,7/31/2023,1,200.33
10635,1236,50,11/17/2023,2,476.68
10636,1001,35,10/24/2024,5,1866.6
10637,55,45,11/1/2023,6,1430.76
10638,383,62,7/11/2024,3,888.54
10639,408,42,5/20/2023,4,509.08
10640,143,23,2/18/2024,3,88.14
10641,1867,63,8/22/2024,4,1451.24
10642,1973,45,10/14/2024,3,715.38
10643,791,37,12/24/2023,10,3796.2
10644,582,83,11/14/2023,2,990.52
10645,422,23,8/21/2024,5,146.9
10646,478,92,7/2/2023,3,957.12
10647,597,65,11/14/2024,1,106.13
10648,1351,92,8/24/2023,5,1595.2
10649,1074,86,3/18/2023,2,842.28
10650,144,26,4/25/2023,8,2383.36
10651,932,17,5/23/2023,10,1918.3
10652,118,98,5/7/2024,4,1289.96
10653,755,72,5/8/2023,10,3840.5
10654,1062,97,1/9/2024,6,237.72
10655,23,52,7/19/2023,4,1455.92
10656,352,63,5/26/2024,9,3265.29
10657,670,88,1/4/2023,5,2054.1
10658,1761,65,8/12/2024,4,424.52
10659,1864,44,5/31/2023,1,148.7
10660,842,12,12/14/2023,8,1602.64
10661,801,46,11/8/2023,2,655.74
10662,322,88,1/10/2023,9,3697.38
10663,227,7,11/14/2024,5,1184.4
10664,265,55,4/4/2023,7,766.71
10665,1099,51,11/15/2023,7,2823.66
10666,857,67,5/23/2023,1,289.2
10667,980,66,4/18/2024,10,1227.1
10668,1522,9,1/11/2023,1,212.21
10669,141,45,1/16/2023,4,953.84
10670,797,46,11/5/2023,6,1967.22
10671,1957,96,4/2/2023,2,466.88
10672,1851,60,7/23/2024,5,89.75
10673,1773,15,1/18/2024,10,487.4
10674,423,89,3/21/2023,1,33.77
10675,267,42,10/20/2023,4,509.08
10676,1783,47,5/24/2024,4,644.52
10677,422,54,10/30/2023,4,667.64
10678,635,87,2/12/2024,2,92.84
10679,886,54,5/23/2023,4,667.64
10680,1676,11,11/28/2024,10,2697
10681,1454,54,5/27/2024,4,667.64
10682,1362,54,4/26/2024,7,1168.37
10683,973,72,10/12/2023,1,384.05
10684,326,75,5/2/2023,6,2234.4
10685,1237,39,9/15/2023,8,2806.88
10686,1178,6,6/8/2023,3,242.19
10687,1924,73,8/9/2024,1,249.42
10688,636,31,12/21/2022,8,1268.48
10689,1204,54,1/28/2023,4,667.64
10690,416,96,12/4/2024,2,466.88
10691,1030,31,2/23/2024,2,317.12
10692,1468,50,9/28/2023,6,1430.04
10693,1403,33,4/19/2023,7,796.53
10694,940,53,10/15/2023,8,3065.6
10695,565,82,2/25/2023,7,3120.53
10696,414,2,1/16/2024,3,820.74
10697,16,44,2/3/2023,4,594.8
10698,293,73,7/15/2024,9,2244.78
10699,913,48,10/16/2023,7,1303.61
10700,132,41,12/5/2024,6,1226.1
10701,1689,16,1/20/2024,9,2073.6
10702,818,90,1/29/2023,3,39.39
10703,1239,53,5/15/2024,7,2682.4
10704,1654,15,10/14/2023,4,194.96
10705,506,10,8/23/2023,1,214.09
10706,1077,29,12/10/2022,2,224.72
10707,674,27,4/24/2024,7,2373.07
10708,1865,76,12/23/2023,2,471.62
10709,1166,43,11/15/2023,9,1508.31
10710,1801,54,1/25/2024,1,166.91
10711,1006,25,12/14/2022,4,1617.12
10712,943,24,3/3/2023,1,45.66
10713,948,17,10/10/2023,4,767.32
10714,1180,34,9/11/2024,9,927.99
10715,81,48,7/29/2023,8,1489.84
10716,1510,10,9/30/2024,10,2140.9
10717,187,66,11/22/2023,5,613.55
10718,590,20,10/19/2024,3,105.75
10719,1324,48,7/15/2023,7,1303.61
10720,1805,51,8/14/2024,4,1613.52
10721,1882,78,2/28/2023,5,912.85
10722,935,52,7/3/2023,1,363.98
10723,711,9,3/23/2023,6,1273.26
10724,1435,76,7/15/2023,5,1179.05
10725,1726,17,3/20/2024,8,1534.64
10726,1458,11,7/8/2023,6,1618.2
10727,1623,19,11/28/2023,6,2498.46
10728,610,83,8/28/2023,2,990.52
10729,801,91,8/25/2024,6,464.22
10730,1256,55,5/16/2024,7,766.71
10731,1687,73,12/24/2022,10,2494.2
10732,1659,58,10/31/2023,9,3900.6
10733,1741,95,2/4/2023,4,468.68
10734,359,40,11/24/2024,3,1064.55
10735,851,72,6/13/2024,3,1152.15
10736,511,98,7/17/2024,10,3224.9
10737,368,90,9/12/2024,10,131.3
10738,1844,50,3/11/2023,2,476.68
10739,1266,75,11/17/2024,9,3351.6
10740,1502,63,4/4/2023,2,725.62
10741,885,71,3/2/2023,3,526.23
10742,938,39,9/14/2024,9,3157.74
10743,788,68,2/10/2024,1,130.41
10744,1866,62,9/20/2024,10,2961.8
10745,1350,74,10/9/2023,2,729.08
10746,376,97,12/23/2023,10,396.2
10747,1431,65,10/31/2023,2,212.26
10748,1165,81,8/25/2023,8,801.44
10749,196,78,9/7/2024,8,1460.56
10750,806,53,9/1/2024,1,383.2
10751,1431,95,10/5/2023,2,234.34
10752,1937,26,5/4/2024,10,2979.2
10753,90,11,10/14/2024,9,2427.3
10754,491,74,11/21/2023,3,1093.62
10755,1814,55,3/10/2023,8,876.24
10756,1783,29,10/18/2023,8,898.88
10757,324,8,9/14/2024,2,76.48
10758,561,45,10/16/2024,8,1907.68
10759,1808,21,7/25/2023,10,1948.1
10760,1287,64,3/29/2023,6,927.84
10761,1102,81,6/19/2023,7,701.26
10762,598,7,9/30/2023,8,1895.04
10763,1366,34,9/15/2023,9,927.99
10764,1877,91,1/1/2024,6,464.22
10765,137,27,9/8/2024,9,3051.09
10766,1430,50,11/27/2023,8,1906.72
10767,1488,74,6/24/2024,7,2551.78
10768,1480,24,12/14/2022,7,319.62
10769,1848,24,3/21/2023,2,91.32
10770,445,98,7/31/2024,3,967.47
10771,1862,45,9/5/2023,2,476.92
10772,1011,73,6/21/2024,8,1995.36
10773,843,94,9/30/2023,8,672
10774,1561,11,7/31/2023,5,1348.5
10775,1133,55,6/1/2024,5,547.65
10776,249,33,10/2/2024,5,568.95
10777,756,18,11/24/2023,2,544.92
10778,157,31,7/29/2023,6,951.36
10779,1548,1,2/6/2024,7,700.7
10780,216,16,3/11/2023,6,1382.4
10781,1034,18,9/25/2024,8,2179.68
10782,1570,62,3/10/2023,5,1480.9
10783,1597,37,2/27/2023,4,1518.48
10784,668,52,3/16/2023,8,2911.84
10785,840,76,10/25/2024,6,1414.86
10786,924,92,3/28/2023,10,3190.4
10787,338,99,4/7/2023,9,4208.49
10788,518,2,4/9/2024,3,820.74
10789,425,15,9/22/2024,5,243.7
10790,1037,63,5/27/2023,9,3265.29
10791,92,50,6/28/2024,2,476.68
10792,947,27,11/14/2023,4,1356.04
10793,55,14,7/8/2023,3,515.49
10794,150,97,6/4/2023,9,356.58
10795,1309,78,9/29/2023,2,365.14
10796,1423,12,1/29/2023,9,1802.97
10797,1384,74,12/15/2023,1,364.54
10798,1536,65,4/28/2023,2,212.26
10799,946,55,9/20/2024,3,328.59
10800,781,32,7/2/2024,10,4554.1
10801,704,60,7/29/2023,6,107.7
10802,1528,88,9/8/2023,6,2464.92
10803,818,84,12/5/2023,9,4311.45
10804,1753,3,12/2/2024,5,640.35
10805,399,68,7/9/2024,5,652.05
10806,813,47,9/13/2024,6,966.78
10807,78,86,6/3/2023,8,3369.12
10808,22,45,2/9/2024,4,953.84
10809,514,29,1/18/2024,6,674.16
10810,235,50,9/12/2023,3,715.02
10811,1453,1,6/12/2023,7,700.7
10812,1879,54,11/6/2023,5,834.55
10813,280,20,8/2/2023,1,35.25
10814,670,23,1/25/2024,8,235.04
10815,1373,25,11/30/2024,2,808.56
10816,1534,2,9/5/2023,5,1367.9
10817,951,53,2/25/2023,10,3832
10818,993,25,6/2/2024,2,808.56
10819,945,45,2/13/2023,4,953.84
10820,140,54,1/31/2024,2,333.82
10821,170,61,10/1/2024,1,281.12
10822,1124,27,3/22/2023,5,1695.05
10823,1346,83,9/5/2024,7,3466.82
10824,497,95,3/28/2023,6,703.02
10825,1462,46,10/6/2023,3,983.61
10826,1946,63,1/25/2023,8,2902.48
10827,897,59,2/28/2024,5,1866.05
10828,288,48,9/3/2023,1,186.23
10829,965,51,5/20/2023,5,2016.9
10830,1681,80,10/9/2023,6,1666.86
10831,572,94,2/11/2024,7,588
10832,1724,38,12/16/2022,5,2290.4
10833,331,22,6/23/2024,6,1838.64
10834,350,99,1/15/2023,5,2338.05
10835,1718,78,2/14/2023,4,730.28
10836,37,67,1/1/2023,2,578.4
10837,1244,40,7/11/2024,3,1064.55
10838,206,9,5/17/2023,10,2122.1
10839,363,1,5/12/2024,1,100.1
10840,603,39,5/3/2023,4,1403.44
10841,255,2,6/20/2023,9,2462.22
10842,1095,91,3/28/2023,3,232.11
10843,1519,5,2/2/2024,7,3011.4
10844,801,28,2/28/2023,6,698.04
10845,345,96,6/8/2024,2,466.88
10846,159,21,4/12/2024,3,584.43
10847,1376,61,8/18/2024,10,2811.2
10848,1564,27,10/17/2024,5,1695.05
10849,23,3,7/7/2024,8,1024.56
10850,1388,28,9/10/2024,3,349.02
10851,560,97,2/16/2024,10,396.2
10852,315,17,9/24/2024,10,1918.3
10853,903,40,9/20/2023,3,1064.55
10854,734,99,1/26/2024,7,3273.27
10855,365,68,4/7/2023,4,521.64
10856,444,23,10/7/2023,4,117.52
10857,1464,91,7/9/2024,8,618.96
10858,71,57,1/7/2024,1,32.4
10859,1829,39,12/16/2023,1,350.86
10860,1383,89,10/23/2023,10,337.7
10861,1091,49,10/17/2024,6,2655.48
10862,443,27,10/14/2024,2,678.02
10863,906,96,5/22/2023,2,466.88
10864,1427,42,12/30/2023,4,509.08
10865,98,17,10/1/2023,10,1918.3
10866,1714,88,2/7/2023,2,821.64
10867,1301,93,9/24/2023,3,129.9
